ID HPO,Nombre total,Pourcentage,Libellé,Nombre de gene associés,4 premiers Genes,Tous les Genes,Nombre de présence dans les maladies,1 premiers maladies associés,Toutes les maladies associés
HP:0001598,2,0.00539301604422%,Concave nail,2,HRAS | LMX1B ,HRAS | LMX1B ,4,Syndrome nail-patella ...,Syndrome nail-patella | Mal de Meleda | Syndrome de Costello | Syndrome de Plummer-Vinson 
HP:0100718,1,0.00269650802211%,Uterine rupture,1,COL5A1 ,COL5A1 ,3,Maladie de Norrie ...,Maladie de Norrie | Syndrome de Loeys-Dietz | Syndrome d'Ehlers-Danlos type vasculaire 
HP:0009125,5,0.0134825401106%,Lipodystrophy,5,LMNA | FGFR1 | AGPAT2 | KRAS ...,LMNA | FGFR1 | AGPAT2 | KRAS | BSCL2 ,29,Laminopathie lipodystrophique sévère autosomique semi-dominante ...,Laminopathie lipodystrophique sévère autosomique semi-dominante | Lipodystrophie partielle familiale associée à CIDEC | Lipomatose multiple familiale | Dystrophie musculaire d'Emery-Dreifuss autosomique récessive | Lipodystrophie partielle familiale associée à LIPE | Syndrome H | Lipodystrophie primitive | Lipodystrophie par déficit en facteurs de croissance peptidiques | Syndrome de Nakajo-Nishimura | Lipomatose encéphalo-crânio-cutanée | Syndrome de Keppen-Lubinsky | Syndrome de Cushing dépendant de l'ACTH | Syndrome de Werner | Maladie de Cushing | Dystrophie musculaire des ceintures autosomique dominante type 1B | Cutis laxa autosomique récessive type 2 classique | Dystrophie musculaire d'Emery-Dreifuss autosomique dominante | Syndrome d'Ehlers-Danlos type progéroïde | DDOST-CDG | Lipoedème | Lipodystrophie partielle familiale associée à AKT2 | Syndrome POEMS | Syndrome SHORT | Lipodystrophie partielle familiale de Dunnigan | Syndrome de la peau ridée | Lipodystrophie congénitale de Berardinelli-Seip | Dystrophie musculaire d'Emery-Dreifuss | Syndrome de De Barsy | Dystrophie musculaire d'Emery-Dreifuss liée à l'X 
HP:0001595,10,0.0269650802211%,Abnormality of the hair,10,FLCN | HPS1 | SMOC1 | NOTCH3 ...,FLCN | HPS1 | SMOC1 | NOTCH3 | PQBP1 | FREM1 | ERCC6 | COL18A1 | KCTD1 | BAP1 ,52,Syndrome d'anomalie des cheveux-photosensibilité-déficience intellectuelle ...,Syndrome d'anomalie des cheveux-photosensibilité-déficience intellectuelle | Myofibromatose infantile | Dysplasie ectodermique hypohidrotique autosomique récessive | Syndrome de Treacher-Collins | Dermatose pustuleuse érosive du cuir chevelu | Dysplasie chondroectodermique avec cécité nocturne | Epidermolyse bulleuse acquise | Pili gemini | Maladie de Darier | Lipodystrophie par déficit en facteurs de croissance peptidiques | Dysplasie ectodermique hidrotique type Christianson-Fourie | Syndrome des cheveux incoiffables | Syndrome de Cockayne | Déficit multiple en carboxylases | Syndrome de microcéphalie-lymphoedème-choriorétinopathie | Syndrome du naevus comédonien | Puberté précoce familiale limitée aux garçons | Syndrome de Netherton | Folliculite décalvante de Quinquaud | Syndrome de Neu-Laxova | Maladie des cheveux anagènes caducs | Syndrome d'Alport-déficience intellectuelle-hypoplasie du visage-elliptocytose | Syndrome de Rothmund-Thomson | Syndrome de Satoyoshi | Pseudo-pelade de Brocq | Hypothyroïdie congénitale | Incontinentia pigmenti | Erythrokératodermie variable | Syndrome de Werner atypique | Syndrome de déficience intellectuelle-polydactylie-cheveux incoiffables | Pachyonychie congénitale | Syndrome d'Ellis-Van Creveld | Fibromatose hyaline juvénile | Kératodermie palmoplantaire striée ou en bandes | Syndrome progéroïde type Petty | Syndrome de Costello | Syndrome d'ichtyose folliculaire-alopécie-photophobie | Syndrome de Knobloch | Epidermolyse bulleuse dystrophique récessive généralisée intermédiaire | Syndrome de cheveux laineux-hypotrichose-lèvres éversées-oreilles décollées | Dysplasie mandibulo-acrale avec lipodystrophie de type B | Syndrome du chromosome 8 recombinant | Syndrome de microdélétion 2q31.1 | Folliculite disséquante du cuir chevelu | Mélanome malin familial | Syndrome d'anonychie-anomalies de la pigmentation des plis de flexion | Syndrome hyper-IgE autosomique dominant | Syndrome de Waardenburg type 1 | Syndrome de Nijmegen | Lipodystrophie congénitale de Berardinelli-Seip | Pili bifurcati | Epidermolyse bulleuse héréditaire 
HP:0001597,14,0.0377511123096%,Abnormality of the nail,14,PTEN | SOX18 | COX7B | HGD ...,PTEN | SOX18 | COX7B | HGD | NSDHL | TREX1 | IRF6 | FLT4 | LMNA | FGFR2 | PORCN | UBR1 | MBTPS2 | KCTD1 ,62,Laminopathie lipodystrophique sévère autosomique semi-dominante ...,Laminopathie lipodystrophique sévère autosomique semi-dominante | Dermato-ostéolyse type Kirghize | Pycnodysostose | Dysplasie ectodermique odonto-micronychiale | Syndrome oto-onycho-péronéal | Syndrome de cutis gyrata-acanthosis nigricans-craniosynostose | Syndrome de Protée | Maladie de Darier | Acro-kérato-élastoïdose de Costa | Candidose cutanéo-muqueuse chronique | Mycosis fongoïde classique | Dysplasie ectodermique hidrotique type Christianson-Fourie | Hypocalcémie autosomique dominante | Kératodermie palmoplantaire focale et gingivale | Lichen plan pemphigoïde | Acrodysostose | Dysplasie ectodermique | Syndrome d'hypodontie-dysplasie unguéale | Pityriasis rubra pilaire | Syndrome d'insensibilité à l'hormone de croissance | Tyrosinémie type 2 | Epidermolyse bulleuse simple par déficit en plakophiline | Pseudo-pelade de Brocq | Dystrophie bulleuse héréditaire type maculaire | Syndrome des ptérygiums poplités autosomique dominant | Incontinentia pigmenti | Erythrokératodermie variable | Kératodermie palmoplantaire ponctuée isolée | Syndrome FLOTCH | Hypoplasie dermique en aires | Pachyonychie congénitale | Fucosidose | Dysplasie oculo-dento-digitale | Syndrome d'Ellis-Van Creveld | Dermatomyosite | Epidermolyse bulleuse simple | Acrodermatite entéropathique | Epidermolyse bulleuse dystrophique | Pili torti | Kératodermie palmoplantaire ponctuée type 1 | Microphtalmie avec défauts linéaires cutanés | Kératodermie palmoplantaire striée ou en bandes | Syndrome progéroïde type Petty | Arthrite réactionnelle | Ichtyose lamellaire | Syndrome d'ichtyose folliculaire-alopécie-photophobie | Epidermolyse bulleuse simple généralisée intermédiaire | Arthrite juvénile idiopathique | Syndrome de cheveux laineux-hypotrichose-lèvres éversées-oreilles décollées | Dysplasie ectodermique hypohidrotique | Monilethrix | Erythrodermie congénitale ichtyosiforme non-bulleuse | Syndrome de Papillon-Lefèvre | Syndrome des synostoses multiples | Syndrome de Sillence | Syndrome de Huriez | Alcaptonurie | Lipodystrophie partielle familiale de Dunnigan | Déficience intellectuelle type Wolff | Dysplasie spondylo-épimétaphysaire type aggrécane | Kératodermie aïnhumoïde et mutilante | Syndrome ADULT 
HP:0001596,37,0.0997707968181%,Alopecia,37,ALMS1 | CTC1 | OFD1 | EDNRA ...,ALMS1 | CTC1 | OFD1 | EDNRA | SOX18 | ROR2 | ZMPSTE24 | RECQL4 | NSDHL | LAMB3 | NECTIN1 | DLL4 | ERCC4 | LMNA | COL5A1 | FGFR1 | HRAS | PNPLA6 | LAMC2 | CASR | PORCN | TERC | EBP | BCS1L | STUB1 | UBR1 | KRAS | MBTPS2 | VDR | NHP2 | CHD7 | WNT5A | TP63 | RIN2 | DKC1 | RNU4ATAC | GNA11 ,125,Syndrome de Sézary ...,Syndrome de Sézary | Syndrome oro-facio-digital type 1 | Syndrome d'hypoplasie du pouce-alopécie-anomalie de la pigmentation | Dysplasie ectodermique hypohidrotique autosomique récessive | Lipodystrophie centrifuge | Artérite à cellules géantes | Syndrome H | Déficit en holocarboxylase synthétase | Syndrome de surdité-anomalies génitales-synostoses métacarpiennes et métatarsiennes | Syndrome oculo-cérébro-cutané | Syndrome BRESEK | Syndrome de malformations cérébrales-cardiopathie congénitale-polydactylie postaxiale | Syndrome d'Alström | Mycosis fongoïde classique | Pelade totale | Syndrome du chromosome 13 en anneau | Syndrome d'insulino-résistance type B | Syndrome de dysplasie ectodermique-hypohidrose-hypothyroïdie-dyskinésie ciliaire | Syndrome du naevus sébacé linéaire | Hypocalcémie autosomique dominante | Maladie de Kikuchi-Fujimoto | Syndrome d'Omenn | Lipomatose encéphalo-crânio-cutanée | Déficit multiple en carboxylases | Syndrome d'insuffisance antéhypophysaire-déficit immunitaire variable | Syndrome d'hypotrichose-lymphoedème-télangiectasie-atteinte rénale | Syndrome de Turner par anomalies de structure du chromosome X | Syndrome de pili torti-onychodysplasie | Syndrome d'alopécie-contractures-nanisme-déficience intellectuelle | Kératodermie palmoplantaire transgrediens et progrediens | Polyendocrinopathie auto-immune type 2 | Polyendocrinopathie auto-immune type 1 | Polyendocrinopathie auto-immune type 4 | Intoxication par la colchicine | Progéria | Fibrodysplasie ossifiante progressive | Dysplasie mandibulo-acrale avec lipodystrophie de type A | Agammaglobulinémie liée à l'X | Maladie des chaînes lourdes alpha | Maladie de Dorfman-Chanarin | Syndrome de Crandall | Syndrome de Robinow autosomique récessif | Ataxie cérébelleuse congénitale autosomique récessive par déficit en STUB1 | Syndrome de Hallermann-Streiff | Syndrome limb-mammary | Syndrome d'hypogonadisme hypergonadotrope primaire-alopécie partielle | Monosomie 18p | Epidermolyse bulleuse simple par déficit en plakophiline | Pseudo-pelade de Brocq | Syndrome de Robinow autosomique dominant | Incontinentia pigmenti | Erythrokératodermie variable | Syndrome de Zlotogora-Ogur | Syndrome de Werner atypique | Epidermolyse bulleuse simple avec dystrophie musculaire | Syndrome de dysplasie odonto-onychiale-alopécie | Thymome | Hypoplasie dermique en aires | Chondrodysplasie ponctuée non rhizomélique | Déficit en biotinidase | Pachyonychie congénitale | Pseudohypoparathyroïdie avec ostéodystrophie héréditaire d'Albright | Monosomie X en mosaïque | Dysplasie mucoépithéliale héréditaire | Syndrome KID | Syndrome GAPO | Syndrome d'Ehlers-Danlos type vasculaire | Syndrome de Renpenning | Syndrome de Flynn-Aird | Connectivite mixte | Kérion de Celse | Syndrome de déficience intellectuelle-hypotrichose-brachydactylie | Acrodermatite entéropathique | Syndrome de trichodysplasie-xérodermie | Dyskératose congénitale | Chondrodysplasie ponctuée rhizomélique | Pili torti | Syndrome de Graham Little-Piccardi-Lassueur | Dysplasie ectodermique hidrotique | Xeroderma pigmentosum | Syndrome de Zellweger-like sans anomalies peroxysomales | Epidermolyse bulleuse simple avec anodontie/hypodontie | Forme symptomatique de l'hémochromatose type 1 | Syndrome d'aniridie-ptosis-déficience intellectuelle-obésité | Hypotrichose héréditaire de Marie Unna | Syndrome de Woodhouse-Sakati | Syndrome de Cronkhite-Canada | Epidermolyse bulleuse jonctionnelle généralisée sévère | Syndrome d'ichtyose folliculaire-alopécie-photophobie | Lichen plan pilaire | Monosomie distale 19p13.3 | Syndrome de Turner | Syndrome d'Adams-Oliver | Déficit immunitaire combiné sévère | Epidermolyse bulleuse dystrophique récessive généralisée intermédiaire | Polyendocrinopathie auto-immune type 3 | Ulérythème ophryogène | Polychondrite atrophiante | Syndrome de Johanson-Blizzard | Nanisme microcéphalique ostéodysplasique primordial types I et III | Dysplasie mandibulo-acrale avec lipodystrophie de type B | Sarcoïdose | Erythrodermie congénitale ichtyosiforme non-bulleuse | Mastocytose cutanée | Dysplasie mandibulo-acrale | Syndrome de Björnstad | Syndrome neuroectodermique de Johnson | Rachitisme hypocalcémique résistant à la vitamine D | Syndrome de Moynahan | Syndrome de Keutel | Syndrome neuroectodermique endocrine | Syndrome SHORT | Syndrome de dysplasie frontonasale-alopécie-anomalies génitales | Syndrome de progeria-petite taille-naevus pigmentés | Maladie chronique du greffon contre l'hôte | Syndrome de Schöpf-Schulz-Passarge | Monosomie X | Kératodermie palmoplantaire mutilante avec plaques kératosiques péri-orificielles | Epidermolyse bulleuse létale acantholytique | Dermatomyosite juvénile | Kératodermie aïnhumoïde et mutilante | Pseudoprogéria | Hypotrichose simple | Syndrome de Perniola-Krajewska-Carnevale | Syndrome ADULT 
HP:0001591,9,0.024268572199%,Bell-shaped thorax,9,WDR34 | PEX1 | IFT172 | CSPP1 ...,WDR34 | PEX1 | IFT172 | CSPP1 | BMPER | INPPL1 | FGFR2 | CEP120 | SNRPB ,9,Dysplasie osseuse létale type Holmgren-Forsell ...,Dysplasie osseuse létale type Holmgren-Forsell | Syndrome de Desbuquois | Dysplasie thoracomélique | Dysplasie osseuse avec incurvation des membres liée à FGFR2 | Syndrome cérébrocostomandibulaire | Dysplasie de l'épaule et du pelvis | Syndrome de Joubert avec dystrophie thoracique asphyxiante de Jeune | Myopathie à multi-minicores anténatale avec arthrogrypose multiple congénitale | Fibrochondrogenèse 
HP:0009126,1,0.00269650802211%,Increased adipose tissue,1,POMC ,POMC ,5,Lipomatose multiple familiale ...,Lipomatose multiple familiale | Obésité par déficit en prohormone convertase I | Obésité par déficit en pro-opiomélanocortine | Obésité par déficit du récepteur de la mélanocortine 4 | Cardiomyopathie-surdité dues à une mutation de l'ADN mitochondrial 
HP:0001592,2,0.00539301604422%,Selective tooth agenesis,2,FLNA | TP63 ,FLNA | TP63 ,2,Syndrome EEM ...,Syndrome EEM | Syndrome de progeria-petite taille-naevus pigmentés 
HP:0009745,1,0.00269650802211%,Spinalarachnoid cyst,1,FOXC2 ,FOXC2 ,3,Syndrome de déficience intellectuelle liée à l'X-acromégalie-hyperactivité ...,Syndrome de déficience intellectuelle liée à l'X-acromégalie-hyperactivité | Syndrome de lymphoedème-distichiasis | Pseudoprogéria 
HP:0001069,8,0.0215720641769%,Episodic hyperhidrosis,8,FH | RET | SDHC | WNK1 ...,FH | RET | SDHC | WNK1 | SDHAF2 | VHL | SDHB | SDHD ,3,Phéochromocytome/paragangliome sécrétant sporadique ...,Phéochromocytome/paragangliome sécrétant sporadique | Paragangliome non sécrétant | Phéochromocytome-paragangliome héréditaire 
HP:0001065,4,0.0107860320884%,Striae distensae,4,SMAD3 | GNAS | ENPP1 | ABCC6 ,SMAD3 | GNAS | ENPP1 | ABCC6 ,13,Syndrome de Loeys-Dietz ...,Syndrome de Loeys-Dietz | Corticosurrénalome | Syndrome de Cushing par sécrétion ectopique d'ACTH | Syndrome d'Ehlers-Danlos classique | Syndrome de Cushing dépendant de l'ACTH | Dysplasie maxillonasale | Pseudoxanthome élastique | Dissection héréditaire des artères cervicales et cérébrales | Syndrome de Nelson | Syndrome de Cushing indépendant de l'ACTH | Syndrome de Marfan | Dysplasie micronodulaire pigmentée des surrénales | Syndrome de Cushing 
HP:0200120,2,0.00539301604422%,Chronic active hepatitis,2,ALMS1 | C4B ,ALMS1 | C4B ,0,,
HP:0009720,12,0.0323580962653%,Adenoma sebaceum,12,PIK3CA | PTEN | TSC2 | TSC1 ...,PIK3CA | PTEN | TSC2 | TSC1 | SDHC | MSH2 | MSH6 | HRAS | KRAS | MLH1 | SDHB | SDHD ,7,Syndrome de Muir-Torre ...,Syndrome de Muir-Torre | Syndrome du naevus sébacé linéaire | Syndrome de Cowden | Leuconychie totale | Kératoacanthome familial | Syndrome tricho-dermo-dentaire | Sébocystomatose 
HP:0200122,1,0.00269650802211%,Atypical or prolonged hepatitis,1,ATP7B ,ATP7B ,0,,
HP:0001061,9,0.024268572199%,Acne,9,C4A | HSD3B2 | POR | FGFR2 ...,C4A | HSD3B2 | POR | FGFR2 | WNT4 | ENPP1 | MEFV | ABCC6 | NR3C1 ,33,Puberté précoce centrale ...,"Puberté précoce centrale | Pachydermopériostose | Mucolipidose type III | Syndrome W | Syndrome de Cushing par sécrétion ectopique d'ACTH | Hyperplasie congénitale des surrénales par déficit en 21-hydroxylase classique | Syndrome de résistance aux récepteurs des oestrogènes | Déficit familial bénin en cuivre | Protéinose lipoïde | Syndrome 48,XYYY | Puberté précoce familiale limitée aux garçons | Acromégalie | Hyperplasie congénitale des surrénales par déficit en cytochrome P450 oxydoréductase | Syndrome de Cushing dépendant de l'ACTH | Pseudoxanthome élastique | Syndrome SAPHO | Syndrome de Majeed | Syndrome de polykystose ovarienne-dysfonctionnement du sphincter urétral | Maladie de Cushing | Aplasie müllérienne et hyperandrogénie | Maladie de Behçet | Syndrome rhizomélique type Urbach | Résistance aux glucocorticoïdes | Syndrome de délétion 22q11.2 | Ostéomyélite chronique non-bactérienne/Ostéomyélite multifocale chronique récurrente | Syndrome de Cushing indépendant de l'ACTH | Syndrome de sténose subaortique-petite taille | Syndrome d'arthrite purulente-pyoderma gangrenosum-acné | Hyperplasie congénitale des surrénales par déficit en 3-bêta-hydroxystéroïde déshydrogénase | Syndrome de Frank-Ter Haar | Syndrome du chromosome 12 en anneau | Syndrome de Cushing | Syndrome de microdélétion 15q14 "
HP:0009727,2,0.00539301604422%,Achromatic retinal patches,2,TSC2 | TSC1 ,TSC2 | TSC1 ,1,Sclérose tubéreuse de Bourneville ,Sclérose tubéreuse de Bourneville 
HP:0001063,4,0.0107860320884%,Acrocyanosis,4,MVK | TREX1 | TNXB | AGXT ,MVK | TREX1 | TNXB | AGXT ,22,Syndrome de neuropathie périphérique-dysautonomie ...,Syndrome de neuropathie périphérique-dysautonomie | Syndrome d'Ehlers-Danlos classique | Fasciite à éosinophiles | Syndrome de Pitt-Hopkins | Maladie de Buerger | Myasthénie auto-immune | Hypertension artérielle pulmonaire | Syndrome de Rett | Dystrophie bulleuse héréditaire type maculaire | Dysautonomie familiale | Amyotrophie névralgique | Sclérodermie | Fucosidose | Dermatomyosite | Syndrome d'Ehlers-Danlos type hypermobile | Polycythémie secondaire | Granulomatose éosinophilique avec polyangéite | Syndrome de kératodermie palmoplantaire diffuse-acrocyanose | Syndrome POEMS | Syndrome de Waardenburg type 3 | Lupus érythémateux cutané rare | Syndrome de fièvre périodique avec hyperimmunoglobulinémie D 
HP:0006006,1,0.00269650802211%,Hypotrophy of the small hand muscles,1,KANSL1 ,KANSL1 ,0,,
HP:0006000,2,0.00539301604422%,Ureteral obstruction,2,FLNA | ATP7A ,FLNA | ATP7A ,3,Syndrome oto-palato-digital type 2 ...,Syndrome oto-palato-digital type 2 | Hyperoxalurie primitive type 2 | Mégacalicose congénitale 
HP:0003414,2,0.00539301604422%,Atlantoaxial dislocation,2,AGPAT2 | BSCL2 ,AGPAT2 | BSCL2 ,1,Lipodystrophie congénitale de Berardinelli-Seip ,Lipodystrophie congénitale de Berardinelli-Seip 
HP:0010275,1,0.00269650802211%,Pseudoepiphyses of the proximal phalanges of the hand,1,RAB23 ,RAB23 ,0,,
HP:0006009,1,0.00269650802211%,Broad phalanx,1,FGFR1 ,FGFR1 ,0,,
HP:0008056,3,0.00808952406633%,Aplasia/Hypoplasia affecting the eye,3,TBCE | HSPG2 | DHCR7 ,TBCE | HSPG2 | DHCR7 ,22,Trisomie 14 en mosaïque ...,"Trisomie 14 en mosaïque | Monosomie distale 13q | Syndrome de Sanjad-Sakati | Syndrome de Schwartz-Jampel | Dysostose oculo-maxillo-faciale | Trisomie distale 6p | Tétraploïdie | Embryopathie diabétique | Campomélie type Cumming | Syndrome de microdéletion Xp22.3 | Syndrome malformatif d'Édimbourg | Embryofoetopathie aux anti-vitamine K | Trisomie non distale 10q | Trisomie 12p | Syndrome de Smith-Lemli-Opitz | Chondrodysplasie métaphysaire autosomique récessive | Hyperthermie tératogène | Triploïdie | Synostose huméro-radiale | Syndrome oculo-cérébral d'hypopigmentation, type Cross | Trisomie non distale 13q | Spectre oculo-auriculo-vertébral avec anomalies radiales "
HP:0008053,32,0.0862882567076%,Aplasia/Hypoplasia of the iris,32,CEP290 | WDPCP | FOXC1 | WT1 ...,CEP290 | WDPCP | FOXC1 | WT1 | RPGRIP1L | TMEM216 | FANCD2 | BRIP1 | SLX4 | FANCG | FANCF | FANCE | FANCC | FANCB | FANCA | FANCM | FANCL | FANCI | CSPP1 | ERCC4 | B9D2 | B9D1 | MKS1 | PALB2 | UBE2T | RAD51C | PITX2 | TCTN2 | TMEM67 | TMEM107 | CC2D2A | TMEM231 ,13,Anémie de Fanconi ...,Anémie de Fanconi | Syndrome de Meckel | Hypoplasie/aplasie isolée du nerf optique | Trisomie 13 | Anomalie du développement du segment antérieur de l'oeil | Syndrome de rubéole congénitale | Syndrome d'aniridie-ptosis-déficience intellectuelle-obésité | Syndrome de Williams | Trisomie 12p | Maladie de Coats | Syndrome WAGR | Hypomélanose d'Ito | Syndrome d'Axenfeld-Rieger 
HP:0100856,1,0.00269650802211%,Poorly ossified vertebrae,1,FLNB ,FLNB ,1,Dysplasie en boomerang ,Dysplasie en boomerang 
HP:0008050,1,0.00269650802211%,Abnormality of the palpebral fissures,1,MAP2K1 ,MAP2K1 ,1,Myopathie à multi-minicores anténatale avec arthrogrypose multiple congénitale ,Myopathie à multi-minicores anténatale avec arthrogrypose multiple congénitale 
HP:0100858,1,0.00269650802211%,Dilatation of celiac artery,1,ENG ,ENG ,0,,
HP:0008059,1,0.00269650802211%,Aplasia/Hypoplasia of the macula,1,FOXC1 ,FOXC1 ,5,Albinisme oculo-cutané type 6 ...,Albinisme oculo-cutané type 6 | Aniridie isolée | Maladie neuroectodermique mélanolysosomale | Maladie de Stargardt | Albinisme oculaire 
HP:0002111,2,0.00539301604422%,Restrictive deficit on pulmonary function testing,2,HES7 | MESP2 ,HES7 | MESP2 ,9,Ophtalmoplégie externe progressive due à une mutation de l'ADN mitochondrial ...,Ophtalmoplégie externe progressive due à une mutation de l'ADN mitochondrial | Pneumonie à éosinophiles idiopathique aiguë | Myopathie héréditaire avec atteinte respiratoire précoce | Syndrome de fibrose pulmonaire-hyperplasie hépatique-hypoplasie de la moelle osseuse | Granulome éosinophile des os | Vascularite à immunoglobulines A | Protéinose alvéolaire pulmonaire auto-immune | Syndrome POEMS | Myopathie à multi-minicores classique 
HP:0001030,5,0.0134825401106%,Fragile skin,5,ITGA3 | ITGA6 | ITGB4 | COL5A1 ...,ITGA3 | ITGA6 | ITGB4 | COL5A1 | CHST14 ,6,Epidermolyse bulleuse dystrophique récessive centripète ...,Epidermolyse bulleuse dystrophique récessive centripète | Epidermolyse bulleuse dystrophique prurigineuse | Epidermolyse bulleuse simple superficielle | Epidermolyse bulleuse jonctionnelle type non-Herlitz | Epidermolyse bulleuse dystrophique récessive généralisée intermédiaire | Epidermolyse bulleuse héréditaire 
HP:0005297,1,0.00269650802211%,Premature occlusive vascular stenosis,1,ABCC6 ,ABCC6 ,0,,
HP:0005294,3,0.00808952406633%,Arterial dissection,3,COL5A1 | TNXB | PLOD1 ,COL5A1 | TNXB | PLOD1 ,11,Syndrome de dissection artérielle-lentiginose ...,Syndrome de dissection artérielle-lentiginose | Syndrome de Loeys-Dietz | Syndrome d'Ehlers-Danlos type cyphoscoliotique | Syndrome d'Ehlers-Danlos classique | Syndrome de Turner par anomalies de structure du chromosome X | Monosomie X en mosaïque | Syndrome d'Ehlers-Danlos type vasculaire | Syndrome d'Ehlers-Danlos type hypermobile | Syndrome de Turner | Syndrome de Marfan | Monosomie X 
HP:0005292,1,0.00269650802211%,Intimal thickening in the coronary arteries,1,GLB1 ,GLB1 ,0,,
HP:0005293,4,0.0107860320884%,Venous insufficiency,4,PTEN | ATP7A | SMOC1 | TNXB ,PTEN | ATP7A | SMOC1 | TNXB ,17,Maladie de Norrie ...,Maladie de Norrie | Microphtalmie avec anomalie des membres | Syndrome de la corne occipitale | Naevus en tache de vin multiples familiaux | Carcinome hépatocellulaire | Sarcome de Kaposi | Syndrome d'Ehlers-Danlos classique | Syndrome d'hypertrophie segmentaire-lipomatose-malformation artérioveineuse-naevus épidermique | Syndrome Proteus-like | Maladie de von Willebrand | Syndrome de Klippel-Trénaunay | Syndrome d'Ehlers-Danlos type hypermobile | Polycythémie secondaire | Maladie de Menkes | Thrombophilie héréditaire sévère due au déficit congénital en protéine S | Thrombophilie héréditaire sévère due au déficit congénital en protéine C | Syndrome angio-ostéo-hypertrophique 
HP:0001281,6,0.0161790481327%,Tetany,6,GCM2 | SLC12A1 | SLC12A3 | CASR ...,GCM2 | SLC12A1 | SLC12A3 | CASR | KCNJ1 | CLDN16 ,1,Syndrome de délétion 22q11.2 ,Syndrome de délétion 22q11.2 
HP:0000307,8,0.0215720641769%,Pointed chin,8,SETBP1 | FLNA | NSD1 | ACTB ...,SETBP1 | FLNA | NSD1 | ACTB | RERE | NOTCH2 | HRAS | PORCN ,29,Syndrome de Wiedemann-Rautenstrauch ...,"Syndrome de Wiedemann-Rautenstrauch | Trisomie distale 6p | Syndrome de choriorétinopathie-microcéphalie autosomique récessive | Syndrome de Goldberg-Shprintzen avec mégacôlon | Syndrome de microcéphalie-lymphoedème-choriorétinopathie | Monosomie 22q13 | Syndrome du chromosome 22 en anneau | Ostéodysplasie familiale type Anderson | Syndrome branchiosquelettogénital | Dysplasie dermique faciale focale type I | Syndrome de délétion 1p36 | Syndrome de surdité-dysplasie épiphysaire-petite taille | Hypoplasie dermique en aires | Mégalencéphalie | Syndrome d'Alagille | Syndrome de microdélétion 22q11.2 distale | Syndrome des ptérygiums multiples autosomique récessif | Syndrome de Zellweger-like sans anomalies peroxysomales | Syndrome de Williams | Ataxie cérébelleuse non progressive avec déficience intellectuelle | Syndrome de brachymorphie-onychodysplasie-dysphalangie | Syndrome de microdélétion 16q24.3 | Déficience intellectuelle liée à l'X type Turner | Syndrome 3M | Syndrome de Mowat-Wilson | Syndrome de Harrod | Surdité avec aplasie du labyrinthe, microtie et microdontie | Syndrome de Baraitser-Winter cérébrofrontofacial | Syndrome de microdélétion 15q14 "
HP:0001283,2,0.00539301604422%,Bulbar palsy,2,SLC25A1 | GSN ,SLC25A1 | GSN ,9,Myasthénie auto-immune ...,"Myasthénie auto-immune | Syndromes myasthéniques congénitaux pré-synaptiques | Démence fronto-temporale avec maladie du motoneurone | Déplétion de l'ADN mitochondrial, forme myopathique | Syndrome myasthénique congénital | Syringomyélie secondaire | Myopathie distale avec faiblesse des cordes vocales | Maladie du motoneurone type Madras | Déficit en transporteur de riboflavine "
HP:0009462,3,0.00808952406633%,Radial deviation of the 3rd finger,3,FGFR2 | FGFR3 | FGF10 ,FGFR2 | FGFR3 | FGF10 ,0,,
HP:0001285,6,0.0161790481327%,Spastic tetraparesis,6,TBCE | PSAP | AUH | APOPT1 ...,TBCE | PSAP | AUH | APOPT1 | SDHB | SDHD ,14,Syndrome de déficience intellectuelle liée à l'X-agénésie du corps calleux-quadriparésie spastique ...,Syndrome de déficience intellectuelle liée à l'X-agénésie du corps calleux-quadriparésie spastique | Encéphalopathie par déficit en sulfite oxydase | Paraplégie spastique autosomique dominante type 31 | Syndrome de Keppen-Lubinsky | Syndrome d'encéphalopathie progressive à début précoce-ataxie spastique-amyotrophie spinale distale | Déficit du transport vésiculaire cérébral de la dopamine et de la sérotonine | Leucoencéphalopathie cavitaire postérieure non progressive-neuropathie périphérique | Paraplégie spastique autosomique récessive type 35 | Sclérose latérale primitive juvénile | Syndrome de craniosynostose-hydrocéphalie-malformation d'Arnold-Chiari type I-synostose radio-ulnaire | Déficit isolé en succinate-CoQ réductase | Maladie à corps de Lafora à début précoce | Acidurie 3-méthylglutaconique type 1 | Acidurie L-2-hydroxyglutarique 
